iter	Passed	Remaining
1388	54594	338456
1389	54635	338426
1390	54677	338403
1391	54717	338369
1392	54758	338337
1393	54797	338296
1394	54838	338267
1395	54879	338238
1396	54922	338221
1397	54961	338182
1398	55000	338141
1399	55038	338094
1400	55077	338053
1401	55118	338024
1402	55158	337985
1403	55197	337944
1404	55235	337901
1405	55276	337870
1406	55314	337826
1407	55354	337787
1408	55395	337761
1409	55435	337726
1410	55472	337671
1411	55515	337652
1412	55555	337619
1413	55598	337599
1414	55640	337576
1415	55679	337537
1416	55718	337498
1417	55758	337463
1418	55798	337425
1419	55837	337387
1420	55878	337352
1421	55917	337313
1422	55957	337280
1423	55997	337245
1424	56035	337198
1425	56075	337160
1426	56117	337137
1427	56156	337097
1428	56198	337072
1429	56241	337052
1430	56279	337010
1431	56321	336986
1432	56360	336946
1433	56400	336908
1434	56439	336868
1435	56478	336825
1436	56519	336797
1437	56559	336762
1438	56599	336724
1439	56641	336700
1440	56681	336666
1441	56720	336626
1442	56760	336589
1443	56800	336552
1444	56839	336513
1445	56880	336481
1446	56922	336457
1447	56960	336413
1448	56999	336371
1449	57041	336347
1450	57082	336316
1451	57123	336291
1452	57168	336281
1453	57209	336254
1454	57253	336240
1455	57295	336216
1456	57336	336189
1457	57381	336181
1458	57422	336152
1459	57463	336124
1460	57503	336089
1461	57544	336056
1462	57583	336014
1463	57622	335974
1464	57661	335931
1465	57703	335905
1466	57740	335856
1467	57782	335831
1468	57820	335786
1469	57860	335750
1470	57902	335724
1471	57942	335690
1472	57982	335655
1473	58023	335623
1474	58067	335608
1475	58108	335579
1476	58147	335536
1477	58192	335534
1478	58234	335508
1479	58274	335471
1480	58316	335447
1481	58357	335420
1482	58398	335387
1483	58438	335349
1484	58478	335318
1485	58521	335297
1486	58558	335242
1487	58599	335213
1488	58637	335165
1489	58677	335131
1490	58718	335100
1491	58758	335064
1492	58800	335038
1493	58840	335002
1494	58883	334988
1495	58924	334955
1496	58966	334933
1497	59007	334901
1498	59046	334858
1499	59088	334837
1500	59129	334804
1501	59169	334768
1502	59210	334736
1503	59252	334714
1504	59290	334668
1505	59331	334637
1506	59371	334597
1507	59410	334558
1508	59450	334521
1509	59491	334489
1510	59530	334452
1511	59571	334418
1512	59611	334385
1513	59652	334355
1514	59695	334331
1515	59734	334293
1516	59777	334273
1517	59814	334221
1518	59852	334175
1519	59890	334126
1520	59931	334096
1521	59971	334058
1522	60007	334003
1523	60048	333970
1524	60086	333925
1525	60126	333886
1526	60168	333859
1527	60207	333823
1528	60247	333784
1529	60288	333756
1530	60328	333718
1531	60367	333678
1532	60407	333641
1533	60449	333613
1534	60489	333577
1535	60528	333537
1536	60568	333500
1537	60609	333467
1538	60648	333428
1539	60690	333404
1540	60722	333322
1541	60763	333292
1542	60803	333255
1543	60844	333227
1544	60885	333195
1545	60925	333159
1546	60967	333136
1547	61009	333108
1548	61051	333083
1549	61091	333046
1550	61131	333010
1551	61172	332977
1552	61214	332953
1553	61252	332909
1554	61292	332873
1555	61332	332835
1556	61374	332807
1557	61415	332778
1558	61456	332747
1559	61496	332710
1560	61537	332679
1561	61579	332655
1562	61619	332619
1563	61660	332586
1564	61700	332552
1565	61742	332527
1566	61783	332494
1567	61823	332458
1568	61866	332437
1569	61907	332409
1570	61949	332381
1571	61990	332353
1572	62030	332316
1573	62070	332279
1574	62111	332244
1575	62150	332206
1576	62191	332173
1577	62232	332142
1578	62271	332102
1579	62311	332065
1580	62352	332033
1581	62392	331994
1582	62432	331959
1583	62472	331925
1584	62514	331896
1585	62555	331866
1586	62593	331822
1587	62634	331786
1588	62676	331764
1589	62716	331727
1590	62756	331690
1591	62798	331666
1592	62837	331623
1593	62879	331597
1594	62922	331574
1595	62959	331522
1596	63000	331494
1597	63040	331453
1598	63079	331416
1599	63120	331383
1600	63161	331349
1601	63202	331320
1602	63241	331279
1603	63279	331232
1604	63319	331195
1605	63359	331157
1606	63400	331128
1607	63443	331104
1608	63483	331068
1609	63524	331039
1610	63566	331009
1611	63606	330976
1612	63648	330948
1613	63689	330919
1614	63732	330894
1615	63772	330857
1616	63813	330826
1617	63857	330810
1618	63898	330778
1619	63938	330745
1620	63979	330712
1621	64022	330690
1622	64063	330661
1623	64104	330629
1624	64147	330608
1625	64190	330586
1626	64233	330562
1627	64277	330546
1628	64317	330509
1629	64360	330487
1630	64402	330464
1631	64442	330425
1632	64482	330388
1633	64524	330362
1634	64564	330324
1635	64601	330275
1636	64642	330242
1637	64683	330210
1638	64726	330186
1639	64769	330166
1640	64809	330130
1641	64849	330091
1642	64890	330058
1643	64927	330011
1644	64965	329960
1645	65006	329927
1646	65048	329905
1647	65089	329871
1648	65129	329834
1649	65171	329808
1650	65213	329781
1651	65254	329746
1652	65295	329715
1653	65337	329690
1654	65377	329652
1655	65418	329618
1656	65459	329588
1657	65500	329557
